"Tyreke Evans, NO",17.77,,,,,,,,,,,,
"Anderson Varejao, CLE",17.74,,,,,,,,,,,,
"Kobe Bryant, LAL",17.69,,,,,,,,,,,,
"Kemba Walker, CHA",17.66,,,,,,,,,,,,
"Darren Collison, SAC",17.53,,,,,,,,,,,,
"Charlie Villanueva, DAL",17.5,,,,,,,,,,,,
"Goran Dragic, MIA/PHX",17.47,,,,,,,,,,,,
"DeMar DeRozan, TOR",17.46,,,,,,,,,,,,
"Chris Kaman, POR",17.38,,,,,,,,,,,,
"Gorgui Dieng, MIN",17.26,,,,,,,,,,,,
"Reggie Jackson, DET/OKC",17.24,,,,,,,,,,,,
"Brandon Knight, MIL/PHX",17.17,,,,,,,,,,,,
"Jordan Clarkson, LAL",16.94,,,,,,,,,,,,
"Ersan Ilyasova, MIL",16.9,,,,,,,,,,,,
"Luis Scola, IND",16.84,,,,,,,,,,,,
"Danilo Gallinari, DEN",16.81,,,,,,,,,,,,
"Tobias Harris, ORL",16.76,,,,,,,,,,,,
"Kevin Martin, MIN",16.73,,,,,,,,,,,,
"Andrea Bargnani, NY",16.71,,,,,,,,,,,,
"Jamal Crawford, LAC",16.71,,,,,,,,,,,,
"Nikola Pekovic, MIN",16.69,,,,,,,,,,,,
"Serge Ibaka, OKC",16.6,,,,,,,,,,,,
"Timofey Mozgov, CLE/DEN",16.59,,,,,,,,,,,,
"Monta Ellis, DAL",16.59,,,,,,,,,,,,
"Danny Green, SA",16.55,,,,,,,,,,,,
"Carlos Boozer, LAL",16.5,,,,,,,,,,,,
"Draymond Green, GS",16.43,,,,,,,,,,,,
"Brandon Bass, BOS",16.39,,,,,,,,,,,,
"Chandler Parsons, DAL",16.37,,,,,,,,,,,,
"Robin Lopez, POR",16.26,,,,,,,,,,,,
"JJ Redick, LAC",16.23,,,,,,,,,,,,
"Jordan Hill, LAL",16.21,,,,,,,,,,,,
"Festus Ezeli, GS",16.21,,,,,,,,,,,,
"Manu Ginobili, SA",16.2,,,,,,,,,,,,
"Wesley Matthews, POR",16.15,,,,,,,,,,,,
"Chris Andersen, MIA",16.12,,,,,,,,,,,,
"Taj Gibson, CHI",16.1,,,,,,,,,,,,
"David West, IND",16.06,,,,,,,,,,,,
"Victor Oladipo, ORL",15.98,,,,,,,,,,,,
"Aron Baynes, SA",15.97,,,,,,,,,,,,
"DeMarre Carroll, ATL",15.94,,,,,,,,,,,,
"Derrick Rose, CHI",15.94,,,,,,,,,,,,
"Tony Parker, SA",15.94,,,,,,,,,,,,
"Kelly Olynyk, BOS",15.93,,,,,,,,,,,,
"Andrew Bogut, GS",15.82,,,,,,,,,,,,
"Markieff Morris, PHX",15.81,,,,,,,,,,,,
"Thaddeus Young, MIN/BKN",15.74,,,,,,,,,,,,
"Dennis Schroder, ATL",15.74,,,,,,,,,,,,
"Deron Williams, BKN",15.73,,,,,,,,,,,,
"Khris Middleton, MIL",15.7,,,,,,,,,,,,
"Ryan Anderson, NO",15.69,,,,,,,,,,,,
"Zaza Pachulia, MIL",15.68,,,,,,,,,,,,
"Tristan Thompson, CLE",15.68,,,,,,,,,,,,
"Jeremy Lin, LAL",15.65,,,,,,,,,,,,
"Cory Joseph, SA",15.57,,,,,,,,,,,,
"Luol Deng, MIA",15.55,,,,,,,,,,,,
"Kris Humphries, WSH",15.5,,,,,,,,,,,,
"Omer Asik, NO",15.49,,,,,,,,,,,,
"Beno Udrih, MEM",15.49,,,,,,,,,,,,
"Rodney Stuckey, IND",15.48,,,,,,,,,,,,
"Mo Williams, MIN/CHA",15.48,,,,,,,,,,,,
"Gerald Green, PHX",15.47,,,,,,,,,,,,
"Roy Hibbert, IND",15.47,,,,,,,,,,,,
"C.J. Watson, IND",15.43,,,,,,,,,,,,
"Amir Johnson, TOR",15.43,,,,,,,,,,,,
"Joakim Noah, CHI",15.35,,,,,,,,,,,,
"Leandro Barbosa, GS",15.33,,,,,,,,,,,,
"Trevor Booker, UTAH",15.31,,,,,,,,,,,,
"Thomas Robinson, PHI/POR",15.29,,,,,,,,,,,,
"Kevin Garnett, MIN/BKN",15.27,,,,,,,,,,,,
"Larry Sanders, MIL",15.25,,,,,,,,,,,,
"Ricky Rubio, MIN",15.24,,,,,,,,,,,,
"Paul Pierce, WSH",15.23,,,,,,,,,,,,
"Bismack Biyombo, CHA",15.18,,,,,,,,,,,,
"Michael Kidd-Gilchrist, CHA",15.14,,,,,,,,,,,,
"Mike Scott, ATL",15.14,,,,,,,,,,,,
"J.J. Barea, DAL",15.14,,,,,,,,,,,,
"Marcus Thornton, BOS/PHX",15.06,,,,,,,,,,,,
"Nerlens Noel, PHI",15.03,,,,,,,,,,,,
"Jonas Jerebko, BOS/DET",14.99,,,,,,,,,,,,
"Tony Wroten, PHI",14.96,,,,,,,,,,,,
"Jeremy Lamb, OKC",14.96,,,,,,,,,,,,
"Carl Landry, SAC",14.93,,,,,,,,,,,,
"Josh Smith, DET/HOU",14.92,,,,,,,,,,,,
"Lavoy Allen, IND",14.91,,,,,,,,,,,,
"Giannis Antetokounmpo, MIL",14.89,,,,,,,,,,,,
"Kyle O'Quinn, ORL",14.88,,,,,,,,,,,,
"Anthony Morrow, OKC",14.88,,,,,,,,,,,,
"Devin Harris, DAL",14.86,,,,,,,,,,,,
"Meyers Leonard, POR",14.85,,,,,,,,,,,,
"Jusuf Nurkic, DEN",14.84,,,,,,,,,,,,
"Kyle Korver, ATL",14.8,,,,,,,,,,,,
"Tarik Black, HOU/LAL",14.76,,,,,,,,,,,,
"Robert Covington, PHI",14.72,,,,,,,,,,,,
"Tony Allen, MEM",14.68,,,,,,,,,,,,
"Patrick Patterson, TOR",14.67,,,,,,,,,,,,
"Justin Hamilton, MIA/MIN",14.67,,,,,,,,,,,,
"Jarrett Jack, BKN",14.64,,,,,,,,,,,,
"Jabari Parker, MIL",14.6,,,,,,,,,,,,
"Henry Sims, PHI",14.52,,,,,,,,,,,,
"Aaron Brooks, CHI",14.49,,,,,,,,,,,,
"Jeff Green, BOS/MEM",14.48,,,,,,,,,,,,
"Al-Farouq Aminu, DAL",14.45,,,,,,,,,,,,
"Omri Casspi, SAC",14.45,,,,,,,,,,,,
"Donatas Motiejunas, HOU",14.44,,,,,,,,,,,,
"JJ Hickson, DEN",14.39,,,,,,,,,,,,
"Nene , WSH",14.33,,,,,,,,,,,,
"Nick Young, LAL",14.27,,,,,,,,,,,,
"Kosta Koufos, MEM",14.21,,,,,,,,,,,,
"Jodie Meeks, DET",14.18,,,,,,,,,,,,
"C.J. Miles, IND",14.18,,,,,,,,,,,,
"Cody Zeller, CHA",14.15,,,,,,,,,,,,
"Steven Adams, OKC",14.14,,,,,,,,,,,,
"Michael Carter-Williams, MIL/PHI",14.13,,,,,,,,,,,,
"Joe Johnson, BKN",14.11,,,,,,,,,,,,
"T.J. Warren, PHX",14.04,,,,,,,,,,,,
"Bradley Beal, WSH",14.02,,,,,,,,,,,,
"Corey Brewer, HOU/MIN",13.98,,,,,,,,,,,,
"Andrew Wiggins, MIN",13.97,,,,,,,,,,,,
"Jae Crowder, BOS/DAL",13.93,,,,,,,,,,,,
"D.J. Augustin, DET/OKC",13.92,,,,,,,,,,,,
"Elfrid Payton, ORL",13.87,,,,,,,,,,,,
"Thabo Sefolosha, ATL",13.82,,,,,,,,,,,,
"Marcus Morris Sr., PHX",13.73,,,,,,,,,,,,
"JR Smith, CLE/NY",13.63,,,,,,,,,,,,
"Will Barton, DEN/POR",13.6,,,,,,,,,,,,
"O.J. Mayo, MIL",13.6,,,,,,,,,,,,
"Alex Len, PHX",13.54,,,,,,,,,,,,
"Rajon Rondo, BOS/DAL",13.49,,,,,,,,,,,,
"Miles Plumlee, MIL/PHX",13.44,,,,,,,,,,,,
"Dorell Wright, POR",13.42,,,,,,,,,,,,
"Harrison Barnes, GS",13.41,,,,,,,,,,,,
"Andre Miller, SAC/WSH",13.37,,,,,,,,,,,,
"Dewayne Dedmon, ORL",13.31,,,,,,,,,,,,
"Tyler Hansbrough, TOR",13.3,,,,,,,,,,,,
"Gerald Henderson, CHA",13.29,,,,,,,,,,,,
"Cory Jefferson, BKN",13.26,,,,,,,,,,,,
"Wilson Chandler, DEN",13.24,,,,,,,,,,,,
"Shelvin Mack, ATL",13.23,,,,,,,,,,,,
"Donald Sloan, IND",13.16,,,,,,,,,,,,
"CJ McCollum, POR",13.15,,,,,,,,,,,,
"Nicolas Batum, POR",13.1,,,,,,,,,,,,
"Patty Mills, SA",13.1,,,,,,,,,,,,
"Alec Burks, UTAH",13.07,,,,,,,,,,,,
"Alonzo Gee, DEN/POR",13.04,,,,,,,,,,,,
"Shaun Livingston, GS",12.91,,,,,,,,,,,,
"Derrick Williams, SAC",12.89,,,,,,,,,,,,
"Evan Turner, BOS",12.88,,,,,,,,,,,,
"Eric Gordon, NO",12.76,,,,,,,,,,,,
"Boris Diaw, SA",12.74,,,,,,,,,,,,
"Trevor Ariza, HOU",12.74,,,,,,,,,,,,
"Greivis Vasquez, TOR",12.67,,,,,,,,,,,,
"Trey Burke, UTAH",12.64,,,,,,,,,,,,
"Kevin Seraphin, WSH",12.61,,,,,,,,,,,,
"PJ Tucker, PHX",12.56,,,,,,,,,,,,
"Ray McCallum, SAC",12.54,,,,,,,,,,,,
"Marco Belinelli, SA",12.47,,,,,,,,,,,,
"Evan Fournier, ORL",12.47,,,,,,,,,,,,
"Isaiah Canaan, HOU/PHI",12.44,,,,,,,,,,,,
"Rodney Hood, UTAH",12.39,,,,,,,,,,,,
"Langston Galloway, NY",12.36,,,,,,,,,,,,
"Andre Iguodala, GS",12.34,,,,,,,,,,,,
"Nick Calathes, MEM",12.33,,,,,,,,,,,,
"Jared Dudley, MIL",12.31,,,,,,,,,,,,
"Ish Smith, PHI/OKC",12.31,,,,,,,,,,,,
"Chase Budinger, MIN",12.26,,,,,,,,,,,,
"Pablo Prigioni, HOU/NY",12.26,,,,,,,,,,,,
"Joel Freeland, POR",12.26,,,,,,,,,,,,
"Jameer Nelson, BOS/DAL/DEN",12.14,,,,,,,,,,,,
"Justin Holiday, GS",12.13,,,,,,,,,,,,
"Tim Hardaway Jr., NY",12.12,,,,,,,,,,,,
"Tyler Johnson, MIA",12.06,,,,,,,,,,,,
"Jason Smith, NY",12.05,,,,,,,,,,,,
"Tayshaun Prince, BOS/DET/MEM",12.01,,,,,,,,,,,,
"Furkan Aldemir, PHI",12,,,,,,,,,,,,
"Jon Leuer, MEM",11.97,,,,,,,,,,,,
"Quincy Acy, NY",11.96,,,,,,,,,,,,
"Drew Gooden, WSH",11.95,,,,,,,,,,,,
"Phil Pressey, BOS",11.84,,,,,,,,,,,,
"Samuel Dalembert, NY",11.82,,,,,,,,,,,,
"Lou Amundson, CLE/NY",11.79,,,,,,,,,,,,
"Marvin Williams, CHA",11.79,,,,,,,,,,,,
"Mario Chalmers, MIA",11.76,,,,,,,,,,,,
"Brian Roberts, CHA",11.74,,,,,,,,,,,,
"Reggie Evans, SAC",11.68,,,,,,,,,,,,
"Wayne Ellington, LAL",11.66,,,,,,,,,,,,
"Bojan Bogdanovic, BKN",11.64,,,,,,,,,,,,
"Otto Porter Jr., WSH",11.64,,,,,,,,,,,,
"Mike Dunleavy, CHI",11.64,,,,,,,,,,,,
"Darrell Arthur, DEN",11.57,,,,,,,,,,,,
"James Ennis III, MIA",11.53,,,,,,,,,,,,
"Courtney Lee, MEM",11.51,,,,,,,,,,,,
"Avery Bradley, BOS",11.51,,,,,,,,,,,,
"Jason Terry, HOU",11.48,,,,,,,,,,,,
"Iman Shumpert, CLE/NY",11.48,,,,,,,,,,,,
"Aaron Gordon, ORL",11.45,,,,,,,,,,,,
"Rasual Butler, WSH",11.44,,,,,,,,,,,,
"Anthony Bennett, MIN",11.41,,,,,,,,,,,,
"Patrick Beverley, HOU",11.37,,,,,,,,,,,,
"Jose Calderon, NY",11.34,,,,,,,,,,,,
"Richard Jefferson, DAL",11.34,,,,,,,,,,,,
"Zach LaVine, MIN",11.31,,,,,,,,,,,,
"Matt Barnes, LAC",11.29,,,,,,,,,,,,
"Archie Goodwin, PHX",11.28,,,,,,,,,,,,
"Kentavious Caldwell-Pope, DET",11.25,,,,,,,,,,,,
"Nick Collison, OKC",11.23,,,,,,,,,,,,
"Terrence Ross, TOR",11.21,,,,,,,,,,,,
"Jerryd Bayless, MIL",11.18,,,,,,,,,,,,
"Ramon Sessions, SAC/WSH",11.17,,,,,,,,,,,,
"Luke Babbitt, NO",11.15,,,,,,,,,,,,
"Wesley Johnson, LAL",11.14,,,,,,,,,,,,
"Gary Neal, MIN/CHA",11.13,,,,,,,,,,,,
"James Jones, CLE",11.1,,,,,,,,,,,,
"Anthony Tolliver, DET/PHX",11.1,,,,,,,,,,,,
"Joey Dorsey, HOU",11.1,,,,,,,,,,,,
"Lorenzo Brown, MIN",11.06,,,,,,,,,,,,
"Randy Foye, DEN",11.03,,,,,,,,,,,,
"Shawn Marion, CLE",11.03,,,,,,,,,,,,
"Marcus Smart, BOS",11.02,,,,,,,,,,,,
"Jabari Brown, LAL",11,,,,,,,,,,,,
"Hollis Thompson, PHI",10.98,,,,,,,,,,,,
"Garrett Temple, WSH",10.95,,,,,,,,,,,,
"Robert Sacre, LAL",10.93,,,,,,,,,,,,
"Norris Cole, NO/MIA",10.93,,,,,,,,,,,,
"Dion Waiters, CLE/OKC",10.93,,,,,,,,,,,,
"Shane Larkin, NY",10.9,,,,,,,,,,,,
"Glen Davis, LAC",10.88,,,,,,,,,,,,
"Ian Mahinmi, IND",10.84,,,,,,,,,,,,
"Mirza Teletovic, BKN",10.71,,,,,,,,,,,,
"Michael Beasley, MIA",10.71,,,,,,,,,,,,
"Arron Afflalo, DEN/POR",10.7,,,,,,,,,,,,
"Udonis Haslem, MIA",10.68,,,,,,,,,,,,
"Ben Gordon, ORL",10.66,,,,,,,,,,,,
"KJ McDaniels, HOU/PHI",10.66,,,,,,,,,,,,
"Alan Anderson, BKN",10.63,,,,,,,,,,,,
"Nate Robinson, DEN/LAC",10.6,,,,,,,,,,,,
"Luc Mbah a Moute, PHI",10.6,,,,,,,,,,,,
"Shawne Williams, DET/MIA",10.57,,,,,,,,,,,,
"Sergey Karasev, BKN",10.57,,,,,,,,,,,,
"Hedo Turkoglu, LAC",10.54,,,,,,,,,,,,
"Jason Maxiell, CHA",10.46,,,,,,,,,,,,
"Ben McLemore, SAC",10.42,,,,,,,,,,,,
"E'Twaun Moore, CHI",10.38,,,,,,,,,,,,
"Austin Rivers, NO/LAC",10.36,,,,,,,,,,,,
"Chris Johnson, MIL/PHI/UTAH",10.24,,,,,,,,,,,,
"Jason Thompson, SAC",10.23,,,,,,,,,,,,
"Ronnie Price, LAL",10.22,,,,,,,,,,,,
"Solomon Hill, IND",10.2,,,,,,,,,,,,
"Tony Snell, CHI",10.19,,,,,,,,,,,,
"Matt Bonner, SA",10.13,,,,,,,,,,,,
"Luke Ridnour, ORL",10.02,,,,,,,,,,,,
"Jordan Farmar, LAC",9.96,,,,,,,,,,,,
"Quincy Pondexter, NO/MEM",9.94,,,,,,,,,,,,
"Jimmer Fredette, NO",9.87,,,,,,,,,,,,
"Spencer Hawes, LAC",9.83,,,,,,,,,,,,
"Kent Bazemore, ATL",9.7,,,,,,,,,,,,
"Robbie John Hummel, MIN",9.69,,,,,,,,,,,,
"Vince Carter, MEM",9.66,,,,,,,,,,,,
"Joe Ingles, UTAH",9.64,,,,,,,,,,,,
"Pero Antic, ATL",9.57,,,,,,,,,,,,
"Channing Frye, ORL",9.54,,,,,,,,,,,,
"Steve Blake, POR",9.48,,,,,,,,,,,,
"JaKarr Sampson, PHI",9.39,,,,,,,,,,,,
"Caron Butler, DET",9.31,,,,,,,,,,,,
"Shabazz Napier, MIA",9.28,,,,,,,,,,,,
"Markel Brown, BKN",9.17,,,,,,,,,,,,
"Andre Roberson, OKC",9.09,,,,,,,,,,,,
"P.J. Hairston, CHA",8.99,,,,,,,,,,,,
"Dante Cunningham, NO",8.97,,,,,,,,,,,,
"Lance Stephenson, CHA",8.87,,,,,,,,,,,,
"Jerami Grant, PHI",8.72,,,,,,,,,,,,
"Allen Crabbe, POR",8.7,,,,,,,,,,,,
"Danny Granger, MIA",8.66,,,,,,,,,,,,
"Ryan Kelly, LAL",8.59,,,,,,,,,,,,
"Travis Wear, NY",8.59,,,,,,,,,,,,
"Matthew Dellavedova, CLE",8.56,,,,,,,,,,,,
"Kyle Singler, DET/OKC",8.5,,,,,,,,,,,,
"Cleanthony Early, NY",8.46,,,,,,,,,,,,
"Maurice Harkless, ORL",8.42,,,,,,,,,,,,
"Damjan Rudez, IND",8.21,,,,,,,,,,,,
"Lance Thomas, NY/OKC",8.03,,,,,,,,,,,,
"Henry Walker, MIA",8.02,,,,,,,,,,,,
"Willie Green, ORL",7.97,,,,,,,,,,,,
"Elijah Millsap, UTAH",7.9,,,,,,,,,,,,
"Kostas Papanikolaou, HOU",7.78,,,,,,,,,,,,
"Adreian Payne, ATL/MIN",7.75,,,,,,,,,,,,
"Nik Stauskas, SAC",7.5,,,,,,,,,,,,
"Chris Copeland, IND",7.44,,,,,,,,,,,,
"Kendrick Perkins, CLE/OKC",7.03,,,,,,,,,,,,
"Perry Jones, OKC",6.91,,,,,,,,,,,,
"Kirk Hinrich, CHI",6.82,,,,,,,,,,,,
"Dante Exum, UTAH",5.7,,,,,,,,,,,,
"Gary Harris, DEN",4.98,,,,,,,,,,,,
"Mike Miller, CLE",4.64,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
