Alexis Ajinca,NO,13.9
Seth Curry,SAC,13.9
Bobby Portis,CHI,13.9
Shaun Livingston,GS,13.89
Jeremy Lin,CHA,13.8
Tyler Johnson,MIA,13.8
Tiago Splitter,ATL,13.79
Monta Ellis,IND,13.79
Brandon Jennings,DET/ORL,13.75
Mike Muscala,ATL,13.68
Luis Scola,TOR,13.67
Evan Turner,BOS,13.65
Shelvin Mack,ATL/UTAH,13.64
Gary Neal,WSH,13.59
Terrence Jones,HOU,13.56
Lance Stephenson,LAC/MEM,13.54
Derrick Rose,CHI,13.52
Eric Gordon,NO,13.52
Kent Bazemore,ATL,13.42
Larry Nance Jr.,LAL,13.39
Maurice Harkless,POR,13.37
Norman Powell,TOR,13.36
Shane Larkin,BKN,13.36
Avery Bradley,BOS,13.25
Robert Covington,PHI,13.24
D'Angelo Russell,LAL,13.22
George Hill,IND,13.22
Devin Harris,DAL,13.17
Kris Humphries,ATL/PHX/WSH,13.12
Patrick Beverley,HOU,13.07
Jeff Green,LAC/MEM,13.04
Channing Frye,CLE/ORL,12.99
Kyle Anderson,SA,12.99
Gerald Henderson,POR,12.97
Trevor Ariza,HOU,12.97
Cameron Payne,OKC,12.95
Terrence Ross,TOR,12.95
Tony Allen,MEM,12.94
Gary Harris,DEN,12.78
Marcus Morris Sr.,DET,12.77
Al-Farouq Aminu,POR,12.76
Vince Carter,MEM,12.75
Jerami Grant,PHI,12.68
Rodney Stuckey,IND,12.65
Darrell Arthur,DEN,12.55
Frank Kaminsky,CHA,12.51
Mo Williams,CLE,12.5
Alex Len,PHX,12.49
Cory Joseph,TOR,12.43
JR Smith,CLE,12.43
Jerryd Bayless,MIL,12.43
Spencer Hawes,CHA,12.41
Kentavious Caldwell-Pope,DET,12.41
Lavoy Allen,IND,12.4
Thabo Sefolosha,ATL,12.4
Justin Anderson,DAL,12.34
Jose Calderon,NY,12.33
Harrison Barnes,GS,12.32
Kevin Garnett,MIN,12.28
Allen Crabbe,POR,12.26
Markieff Morris,PHX/WSH,12.25
Andre Iguodala,GS,12.25
Solomon Hill,IND,12.23
Joe Johnson,MIA/BKN,12.01
Charlie Villanueva,DAL,12.01
Devin Booker,PHX,12.0
Jonathon Simmons,SA,11.98
DeMarre Carroll,TOR,11.94
Raymond Felton,DAL,11.93
Andrea Bargnani,BKN,11.89
Aaron Brooks,CHI,11.87
Leandro Barbosa,GS,11.81
Tim Hardaway Jr.,ATL,11.71
Matt Barnes,MEM,11.71
Trey Lyles,UTAH,11.7
Jared Dudley,WSH,11.69
Langston Galloway,NY,11.69
Luke Babbitt,NO,11.6
Ian Clark,GS,11.57
Courtney Lee,MEM/CHA,11.55
Kevin Martin,MIN/SA,11.52
Josh Richardson,MIA,11.48
E'Twaun Moore,CHI,11.43
James Johnson,TOR,11.41
Glenn Robinson III,IND,11.39
Meyers Leonard,POR,11.36
Marcus Smart,BOS,11.34
Donatas Motiejunas,HOU,11.34
Matthew Dellavedova,CLE,11.31
Markel Brown,BKN,11.31
Tyus Jones,MIN,11.28
Roy Hibbert,LAL,11.24
Nemanja Bjelica,MIN,11.23
Jerian Grant,NY,11.2
Archie Goodwin,PHX,11.16
Austin Rivers,LAC,11.15
Isaiah Canaan,PHI,11.1
Sasha Vujacic,NY,11.1
Wesley Johnson,LAC,11.05
Omer Asik,NO,11.02
Doug McDermott,CHI,10.99
Arron Afflalo,NY,10.98
Wesley Matthews,DAL,10.91
PJ Tucker,PHX,10.85
Norris Cole,NO,10.85
Kevin Seraphin,NY,10.84
Bojan Bogdanovic,BKN,10.79
Anthony Morrow,OKC,10.74
Chase Budinger,IND/PHX,10.73
Tyler Ennis,MIL,10.7
Josh Smith,HOU/LAC,10.62
Patrick Patterson,TOR,10.61
Danny Green,SA,10.49
Lance Thomas,NY,10.45
Marcelinho Huertas,LAL,10.38
Joe Ingles,UTAH,10.38
Jonas Jerebko,BOS,10.32
Raul Neto,UTAH,10.28
Anthony Tolliver,DET,10.26
Andre Roberson,OKC,10.23
Jason Terry,HOU,10.22
Pablo Prigioni,LAC,10.22
Wayne Ellington,BKN,10.19
Gerald Green,MIA,10.15
Brandon Rush,GS,10.12
Josh McRoberts,MIA,9.97
Corey Brewer,HOU,9.97
Emmanuel Mudiay,DEN,9.96
Steve Blake,DET,9.81
Kyle Korver,ATL,9.78
Richard Jefferson,CLE,9.73
Ty Lawson,HOU/IND,9.72
Shabazz Napier,ORL,9.62
Ronnie Price,PHX,9.62
Beno Udrih,MIA/MEM,9.54
Jameer Nelson,DEN,9.53
Marco Belinelli,SAC,9.49
Mario Hezonja,ORL,9.49
Justin Holiday,ATL/CHI,9.43
Dion Waiters,OKC,9.39
Garrett Temple,WSH,9.29
Hollis Thompson,PHI,9.24
Nik Stauskas,PHI,9.22
Nick Young,LAL,9.13
Mike Dunleavy,CHI,9.09
Stanley Johnson,DET,8.73
Ben McLemore,SAC,8.67
Dante Cunningham,NO,8.63
Noah Vonleh,POR,8.63
C.J. Watson,ORL,8.59
Iman Shumpert,CLE,8.48
Alonzo Gee,NO,8.45
Justise Winslow,MIA,8.42
JaKarr Sampson,DEN/PHI,8.34
Metta World Peace,LAL,8.33
Paul Pierce,LAC,8.29
Kelly Oubre Jr.,WSH,8.25
Chris Johnson,UTAH,8.2
Nick Collison,OKC,7.75
O.J. Mayo,MIL,7.73
Randy Foye,DEN/OKC,7.6
Johnny O'Bryant III,MIL,7.46
Luc Mbah a Moute,LAC,7.28
Kirk Hinrich,ATL/CHI,7.2
P.J. Hairston,MEM/CHA,6.93
Kyle Singler,OKC,6.68
Tony Snell,CHI,6.47
Tayshaun Prince,MIN,6.37
Kendrick Perkins,NO,6.05
James Anderson,SAC,6.02
Anthony Brown,LAL,4.95
Rashad Vaughn,MIL,4.25
