Shabazz Napier,POR,14.18
Bismack Biyombo,ORL,14.15
Davis Bertans,SA,14.13
Gerald Green,HOU,14.1
Tyus Jones,MIN,14.1
Cameron Payne,CHI,14.04
JaMychal Green,MEM,14.0
Eric Moreland,DET,13.99
Bojan Bogdanovic,IND,13.98
Danilo Gallinari,LAC,13.96
Mike James,NO/PHX,13.94
Marvin Williams,CHA,13.9
Brandon Ingram,LAL,13.9
Anthony Tolliver,DET,13.89
Marreese Speights,ORL,13.76
Mario Hezonja,ORL,13.73
Mike Scott,WSH,13.72
Jaylen Brown,BOS,13.69
Chandler Parsons,MEM,13.67
Tristan Thompson,CLE,13.66
Reggie Bullock,DET,13.66
Josh Richardson,MIA,13.6
Bogdan Bogdanovic,SAC,13.51
Maxi Kleber,DAL,13.45
Kyle Korver,CLE,13.41
Joe Harris,BKN,13.39
Shelvin Mack,ORL,13.35
George Hill,CLE/SAC,13.35
Markieff Morris,WSH,13.3
Jonas Jerebko,UTAH,13.25
Kentavious Caldwell-Pope,LAL,13.22
Channing Frye,CLE/LAL,13.16
Alec Burks,UTAH,13.13
Raymond Felton,OKC,13.11
Andrew Wiggins,MIN,13.1
Tyler Cavanaugh,ATL,13.09
Devin Harris,DAL/DEN,13.08
C.J. Miles,TOR,13.08
Tyler Johnson,MIA,13.07
Courtney Lee,NY,13.06
Justin Anderson,PHI,13.06
Jamal Crawford,MIN,13.06
Frank Mason III,SAC,13.02
Robert Covington,PHI,12.98
Manu Ginobili,SA,12.95
Taurean Prince,ATL,12.9
Dennis Smith Jr.,DAL,12.89
Quinn Cook,GS,12.88
Noah Vonleh,CHI/POR,12.85
Jonathon Simmons,ORL,12.8
Tony Parker,SA,12.8
Carmelo Anthony,OKC,12.78
Andrew Harrison,MEM,12.72
Isaiah Thomas,CLE/LAL,12.63
Nemanja Bjelica,MIN,12.62
Austin Rivers,LAC,12.6
Ryan Anderson,HOU,12.6
Maurice Harkless,POR,12.59
Wayne Ellington,MIA,12.54
Michael Kidd-Gilchrist,CHA,12.54
Lonzo Ball,LAL,12.53
Cristiano Felicio,CHI,12.53
T.J. McConnell,PHI,12.51
Lance Stephenson,IND,12.47
Jodie Meeks,WSH,12.44
Allen Crabbe,BKN,12.33
Langston Galloway,DET,12.27
David Nwaba,CHI,12.26
Ian Mahinmi,WSH,12.25
Josh Hart,LAL,12.25
Luke Kennard,DET,12.19
E'Twaun Moore,NO,12.18
Denzel Valentine,CHI,12.12
Aron Baynes,BOS,12.09
Al-Farouq Aminu,POR,12.02
Kelly Oubre Jr.,WSH,11.99
Josh Jackson,PHX,11.91
Patty Mills,SA,11.89
Wayne Selden,MEM,11.86
Trevor Ariza,HOU,11.8
Milos Teodosic,LAC,11.67
James Ennis III,DET/MEM,11.66
Shaun Livingston,GS,11.64
Justise Winslow,MIA,11.56
Sam Dekker,LAC,11.56
Emmanuel Mudiay,DEN/NY,11.51
Jarrett Jack,NY,11.5
Wesley Matthews,DAL,11.49
Yogi Ferrell,DAL,11.48
Danny Green,SA,11.38
Tim Frazier,WSH,11.32
De'Aaron Fox,SAC,11.28
Jose Calderon,CLE,11.27
Andre Iguodala,GS,11.22
Corey Brewer,LAL/OKC,11.19
Tyler Ennis,LAL,11.14
Marquese Chriss,PHX,11.14
Cedi Osman,CLE,11.06
Cory Joseph,IND,10.99
Wilson Chandler,DEN,10.99
Isaiah Taylor,ATL,10.94
Andre Roberson,OKC,10.9
Michael Carter-Williams,CHA,10.84
Royce O'Neale,UTAH,10.84
Marcus Smart,BOS,10.83
Justin Holiday,CHI,10.81
Vince Carter,SAC,10.8
Malcolm Delaney,ATL,10.67
Miles Plumlee,ATL,10.67
Dion Waiters,MIA,10.59
Jarell Martin,MEM,10.52
Doug McDermott,DAL/NY,10.46
Jae Crowder,CLE/UTAH,10.44
Mario Chalmers,MEM,10.39
Shane Larkin,BOS,10.36
Malik Monk,CHA,10.32
Luc Mbah a Moute,HOU,10.29
Garrett Temple,SAC,10.29
Thon Maker,MIL,10.22
Tyrone Wallace,LAC,10.18
Tyler Ulis,PHX,10.13
Joe Young,IND,10.12
Nick Young,GS,10.1
Tyler Dorsey,ATL,10.05
Patrick Patterson,OKC,10.0
Dante Cunningham,NO/BKN,10.0
OG Anunoby,TOR,10.0
Terrence Ross,ORL,9.96
Dillon Brooks,MEM,9.89
Evan Turner,POR,9.88
Luke Babbitt,ATL/MIA,9.87
Troy Daniels,PHX,9.86
Torrey Craig,DEN,9.86
Jonathan Isaac,ORL,9.85
Wesley Johnson,LAC,9.81
Ben McLemore,MEM,9.73
Avery Bradley,DET/LAC,9.71
C.J. Williams,LAC,9.56
Ian Clark,NO,9.45
Pat Connaughton,POR,9.35
Darius Miller,NO,9.32
Justin Jackson,SAC,9.25
Bryn Forbes,SA,9.19
Sterling Brown,MIL,9.13
Stanley Johnson,DET,9.08
Nik Stauskas,BKN/PHI,9.05
Alex Abrines,OKC,9.03
Malik Beasley,DEN,9.03
Treveon Graham,CHA,9.0
Jared Dudley,PHX,8.79
Alex Caruso,LAL,8.72
Matthew Dellavedova,MIL,8.64
Norman Powell,TOR,8.57
Tony Snell,MIL,8.49
JR Smith,CLE,8.48
PJ Tucker,HOU,8.36
Quincy Acy,BKN,8.23
Sindarius Thornwell,LAC,8.22
Jameer Nelson,NO/DET,8.16
Joe Johnson,HOU/UTAH,8.12
Jason Terry,MIL,8.1
Wes Iwundu,ORL,7.83
Kobi Simmons,MEM,7.73
Jerryd Bayless,PHI,7.58
Zach Collins,POR,7.56
Brandon Paul,SA,7.48
Terrance Ferguson,OKC,7.43
Patrick McCaw,GS,7.42
Jawun Evans,LAC,7.23
Dragan Bender,PHX,7.11
Frank Ntilikina,NY,7.11
Timothe Luwawu-Cabarrot,PHI,7.08
Lance Thomas,NY,6.33
DeAndre Liggins,NO/MIL,5.97
Arron Afflalo,ORL,5.85
Dwayne Bacon,CHA,5.84
Josh Huestis,OKC,5.39
Paul Zipser,CHI,5.24
Abdel Nader,BOS,5.14
Semi Ojeleye,BOS,4.57
Sean Kilpatrick,CHI/LAC/MIL/BKN,0.0
